Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 11:10,25-34,Recruitment or HR,Associate of Talent Management and Culture,,"55,000",,USD,,Work for a startup in my first role after a field change,USA,Virginia,Arlington,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:10,35-44,Entertainment,Film Post-Production Manager,,"100,000",0,CAD,,,Canada,,Toronto,21 - 30 years,21 - 30 years,College degree,Man,White
4/27/2021 11:10,35-44,Business or Consulting,Email Marketing Director,,"78,000",0,USD,,,United States,Kansas,Overland Park,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:10,25-34,Entertainment,Publicity Coordinator,Publicity for a streaming network,"50,000",0,USD,,,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:10,45-54,Health care,HR Business Partner,,"145,000",15000,USD,,,USA,California,Oakland,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:10,55-64,Engineering or Manufacturing,Controller,,"100,000",4000,USD,,,USA,Vermont,Rutland,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:10,25-34,Business or Consulting,Senior Research Analyst,Economic Consulting,"64,800",3000,USD,,,United States,Pennsylvania,Philadelphia,5-7 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:10,35-44,Education (Higher Education),Senior Research Analyst,,"70,600",0,USD,,,United States,Iowa,Ames,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 11:10,25-34,Agriculture or Forestry,Market development rep ,Agricultural research,"82,000",10000,CAD,,#NAME?,Canada,,Guelph,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:10,45-54,Engineering or Manufacturing,Executive Assistant,,"65,000",7000,USD,,,USA,,Ann Arbor area,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:10,25-34,Hospitality & Events,Senior Manager,,"75,000",25000,USD,,,USA,California,Los Angeles,5-7 years,5-7 years,College degree,,White
4/27/2021 11:10,35-44,Retail,Internal communications specialist,,"75,000",10000,USD,,,United States,North Carolina,Charlotte,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:10,35-44,Media & Digital,Reporter,,"40,000",,USD,,,U.S.,Iowa,Verysmall town,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:10,25-34,Media & Digital,CRM Analyst,,"44,290",0,GBP,,,United Kingdom,,London,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Retail,Operations Manager ,,"47,840",800,USD,,,USA,Maine,Rockland ,11 - 20 years,1 year or less,College degree,Woman,White
4/27/2021 11:10,35-44,Nonprofits,Director of Donor Relations,,"92,000",3000,USD,,,USA ,New Jersey,Concord,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:10,55-64,Government and Public Administration,State Librarian & Associate Vice Chancellor for Libraries,,"165,000",0,USD,,,USA,Georgia,Atlanta,31 - 40 years,31 - 40 years,Master's degree,Woman,White
4/27/2021 11:10,55-64,Law,Word Processor,"(document production using MS office products, Adobe Acrobat)","39,917",400,USD,,,USA,Indiana,South Bend,31 - 40 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Education (Primary/Secondary),9-12 grade teacher,,"53,000",900,USD,,,United States,Arkansas,Siloam Springs,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:10,25-34,Nonprofits,Advocacy and Grassroot Specialist,Slightly higher than entry-level advocacy job,"59,400",,USD,,,USA,District of Columbia,District of Columbia,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:10,18-24,Engineering or Manufacturing,Quality Engineer,,"54,075",,USD,,,USA,California,Irvine,1 year or less,1 year or less,College degree,Man,White
4/27/2021 11:10,25-34,Government and Public Administration,Budget Analyst,,"53,895",0,USD,,,United States,Tennessee,Nashville,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Health care,Sales Operations,,"76,000",5000,USD,,,usa,New Jersey,princeton ,11 - 20 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:10,25-34,Engineering or Manufacturing,Engineer in Training (Civil),,"67,080",,USD,,,USA,Iowa,Des Moines,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Computing or Tech,Software Developer,,"92,000",15000,CAD,,,Canada,,Winnipeg,11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 11:11,45-54,B2B Services ,Business Systems Manager ,,"115,000",6000,USD,,"14% of salary bonus eligible, but have never received full amount ",United States of America ,Minnesota,Twin Cities suburbs ,21 - 30 years,11 - 20 years,Some college,Woman,"Black or African American, Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:11,25-34,Education (Higher Education),"Assistant Director, Data Integrity",,"72,000",0,USD,,,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Computing or Tech,Content Development Manager ,,"71,400",13218,USD,,"The additional money is the total of my quarterly bonuses, which I always get. ",U.S. ,Ohio,Cincinnati,8 - 10 years,2 - 4 years,College degree,Woman,Black or African American
4/27/2021 11:11,25-34,Sales,Inside Sales - Projects,,"64,000",1500,USD,,,US,Ohio,Cincinnati,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:11,35-44,"Accounting, Banking & Finance",Senior Tax/Fixed Asset Specialist,,"53,000",3000,USD,,,USA,Alabama,Montgomery,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:11,55-64,Nonprofits,Senior Editor,,"72,000",2500,USD,,,U.S.,Virginia,Leesburg,21 - 30 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:11,45-54,Oil and Gas,Senior Software Engineer ,,"120,000",20000,USD,,,USA,Texas,Houston,21 - 30 years,21 - 30 years,Some college,Man,White
4/27/2021 11:11,25-34,"Marketing, Advertising & PR",Director ,,"45,000",3500,EUR,,,Ireland,,Athlone,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:11,35-44,Government and Public Administration,Deputy Director,Deputy director of municipal agency ,"103,500",6500,USD,,,USA,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:11,35-44,Government and Public Administration,Director of Accounting,Head of the accounting department for a local government special district,"139,000",18000,USD,,additional comp is car allowance plus annual longevity bonus,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:11,25-34,Nonprofits,Program Coordinator,Direct service provider,"38,110",720,USD,,,United States,Texas,Austin,5-7 years,5-7 years,Master's degree,Non-binary,White
4/27/2021 11:11,35-44,Entertainment,"Manager, Production",,"90,000",0,USD,,,United States,California,Los Angeles,11 - 20 years,8 - 10 years,Master's degree,Man,White
4/27/2021 11:11,25-34,Law,paralegal,,"53,000",,USD,,,United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:11,25-34,"Accounting, Banking & Finance",Assistant Media Relations Manager,,"32,033",,GBP,,,United Kingdom,,London,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:11,35-44,Health care,"Manager, Reporting and Analytics",,"117,000",20000,USD,,,United States,Texas,Dallas,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:11,35-44,Media & Digital,Account Manager ,,"100,000",25000,USD,,"The 25k is my expected bonus based on my and my team's goals. I also get a percentage based on my sales, but the dollar amount fluctuates.",United States ,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:11,35-44,Engineering or Manufacturing,Project Assistant,,"52,000",2000,USD,,,U.S.,Minnesota,Duluth,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:11,25-34,Recruitment or HR,HR Coordinator,,"40,000",0,USD,,,USA,Illinois,Bloomington,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Business or Consulting,Executive Assistant,,"52,000",100,CAD,,,Canada,,Vancouver,11 - 20 years,8 - 10 years,Some college,Woman,White
4/27/2021 11:11,18-24,Government and Public Administration,Office Operations Associate,,"32,000",,USD,,,USA,Wisconsin,Madison,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,25-34,Heritage/Public History,Archives Assistant,,"37,500",0,CAD,,,Canada,,Toronto,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Nonprofits,HR Project Associate,,"60,500",2500,USD,,,US,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:11,35-44,Nonprofits,Museum Director Curator,,"60,000",,CAD,,,canada,,"Port Carling, Muskoka, Ontario",11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,25-34,Law,Legal Assistant,,"40,000",2000,CAD,,,Canada ,,Toronto,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,25-34,Engineering or Manufacturing,Civil Engineer,,"87,000",7000,USD,,,United States,Texas,Dallas,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:11,25-34,Computing or Tech,Data Engineer,,"95,000",3000,USD,,,USA,Maryland,Baltimore,8 - 10 years,2 - 4 years,College degree,Man,
4/27/2021 11:11,25-34,Engineering or Manufacturing,Flight Test Engineer,,"89,000",4000,USD,,,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Man,White
4/27/2021 11:11,35-44,Social Work,Program Director,,"70,000",0,USD,,,United States,Minnesota,Saint Paul,11 - 20 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:11,25-34,Education (Higher Education),Arts Producer,,"72,000",0,USD,,,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:11,35-44,"Accounting, Banking & Finance",Tax Manager,,"78,400",4000,USD,,,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:11,25-34,"Accounting, Banking & Finance",Member Financial Transaction Services ,,"50,000",1000,USD,,,United States,California,Carpinteria,5-7 years,5-7 years,Some college,Man,White
4/27/2021 11:11,35-44,Health care,Consultant,,"90,000",5000,USD,,,USA,,No,11 - 20 years,5-7 years,College degree,Man,Another option not listed here or prefer not to answer
4/27/2021 11:11,25-34,Education (Higher Education),Online Instructor,This type of job would never be given 40 hours a week 52 weeks a year,"70,000",0,CAD,,,Canada,,"Waterloo, ON",5-7 years,5-7 years,Master's degree,,White
4/27/2021 11:11,35-44,Education (Higher Education),Director of Student Life,,"73,000",3000,USD,,,United States,New York,Albany,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:11,45-54,Education (Higher Education),Assistant Director,A department that has Funky/tech and reporting responsibilities - supporting functional users in Finance and HR,"90,000",2500,USD,,,USA,Tennessee,Memphis,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Education (Higher Education),Postdoctoral Lecturer,"postdoc appointment with teaching and research responsibilities, STEM","70,000",,USD,,,USA,California,LA,1 year or less,1 year or less,PhD,Other or prefer not to answer,Another option not listed here or prefer not to answer
4/27/2021 11:11,45-54,"Accounting, Banking & Finance",Instructional Designer,,"71,750",0,CAD,,,Canada,,"Toronto, ON",8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:11,35-44,Engineering or Manufacturing,Materials Engineer,,"118,000",1000,USD,,,United States,California,Ridgecrest,11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 11:11,25-34,Law,Attorney,Self-employed,"80,000",12000,USD,,,United States,Pennsylvania,Pittsburgh,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:11,35-44,Computing or Tech,Director of Operations,,"153,000",30000,USD,,,United States,,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:11,55-64,Government and Public Administration,Pretreatment Manager,Manage on environmental regulation program for a municipality,"107,000",0,USD,,,US,Washington,Everett,41 years or more,31 - 40 years,High School,Man,White
4/27/2021 11:11,35-44,Media & Digital,Editorial Director,,"119,000",17850,USD,,,USA,Georgia,Denver ,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Law,Case Manager ,paralegal at small law firm,"40,000",,USD,,,USA,Minnesota,Minneapolis,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,45-54,Insurance,Quality Specialist,Team lead of quality auditors,"66,900",3000,USD,,,USA,Florida,Miami,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:11,25-34,Nonprofits,Program Officer,,"58,000",0,USD,,,U.S>,District of Columbia,Washington DC,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Media & Digital,Corporate Social Responsibility Coordinator,,"60,000",6000,USD,,Bonus target is 10%,USA,,NYC,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,35-44,Engineering or Manufacturing,Project Manager,,"65,000",1000,USD,,,United States,Pennsylvania,East Stroudsburg,8 - 10 years,2 - 4 years,Master's degree,Man,White
4/27/2021 11:11,35-44,Nonprofits,Meeting and Event Manager,,"52,000",2000,USD,,,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:11,25-34,Computing or Tech,Product Manager,,"85,000",,USD,,,USA,Massachusetts,Boston,5-7 years,1 year or less,Some college,Woman,White
4/27/2021 11:11,35-44,Business or Consulting,Chief Financial Officer,,"140,000",15000,USD,,,United States ,Missouri,St Louis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,"Accounting, Banking & Finance",Staff Accountant,,"53,000",,USD,,,United States,Idaho,Twin Falls,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Government and Public Administration,Program Specialist III,women's health program coordinator ,"42,000",,USD,,,United States,Texas,Austin,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,25-34,Computing or Tech,Embedded Software Engineer,,"80,000",0,USD,,,USA,Virginia,Manassas,2 - 4 years,2 - 4 years,College degree,Man,White
4/27/2021 11:11,25-34,Education (Higher Education),Senior Student Services Specialist,I'm an academic advising administrator,"44,777",0,USD,,,US,Virginia,Richmond,5-7 years,5-7 years,Master's degree,Non-binary,White
4/27/2021 11:11,45-54,Nonprofits,Vice President of Finance,,"95,000",8550,USD,,,US,New York,Rochester,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:11,45-54,Education (Primary/Secondary),Teaching Assistant,,"40,000",,USD,,,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:11,35-44,"Marketing, Advertising & PR",Senior Media Specialist/Strategist,Most equivalent to Vice President with in public relations agencies,"150,000",,USD,,,USA,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:11,25-34,Education (Primary/Secondary),Teacher ,,"37,000",0,USD,,,USA,Wisconsin,Lake Mills,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,35-44,Business or Consulting,Sr. Corporate Recruiter,,"110,400",,USD,,,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:11,45-54,Manufacturing,Compensation Analyst,,"70,000",0,USD,,,USA,California,Ripon,21 - 30 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:11,25-34,"Accounting, Banking & Finance",partner,professional services partner,"200,000",,USD,,,united states,Tennessee,nashville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:11,35-44,Education (Higher Education),Assistant Director of Development ,Fundraising ,"69,000",0,USD,,,United States ,Michigan,Lansing ,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:11,25-34,Health care,Hearing Instrument Specialist,,"50,000",10000,CAD,,,Canada,,"Cornwall, Ontario",11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:11,35-44,Education (Higher Education),Security Engineer,,"94,257",0,USD,,,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:11,35-44,"Accounting, Banking & Finance",Director of Marketing,,"40,000",1000,USD,,,US,Pennsylvania,Pittsburgh,11 - 20 years,5-7 years,College degree,Woman,White
