id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
1520,World at War: Eisenbach Gap,2.0,2.0,90.0,2007.0,"Chit-Pull System, Dice Rolling, Hex-and-Counter","Modern Warfare, Wargame","Jim Snyder, Mark H. Walker",https://boardgamegeek.com/boardgame/25729/world-war-eisenbach-gap
1521,Funemployed,3.0,20.0,30.0,2014.0,"Acting, Card Drafting, Role Playing, Storytelling","Card Game, Educational, Humor, Party Game, Word Game",Anthony Conta,https://boardgamegeek.com/boardgame/142296/funemployed
1522,Timeline Challenge,2.0,10.0,30.0,2015.0,"Betting/Wagering, Simultaneous Action Selection","Card Game, Educational, Trivia","Cyril Demaegd, Frédéric Henry",https://boardgamegeek.com/boardgame/173156/timeline-challenge
1523,Ubongo: Duel,2.0,2.0,40.0,2008.0,Pattern Building,"Puzzle, Real-time",Grzegorz Rejchtman,https://boardgamegeek.com/boardgame/34969/ubongo-duel
1524,Ascension: Apprentice Edition,2.0,2.0,30.0,2013.0,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Fantasy","John Fiorillo, Justin Gary",https://boardgamegeek.com/boardgame/145633/ascension-apprentice-edition
1525,Bananagrams,1.0,8.0,15.0,2006.0,Tile Placement,"Real-time, Word Game","Rena Nathanson, Abe Nathanson",https://boardgamegeek.com/boardgame/27225/bananagrams
1526,Dynasties: Heirate & Herrsche,3.0,5.0,90.0,2016.0,"Area Control / Area Influence, Partnerships",Renaissance,Matthias Cramer,https://boardgamegeek.com/boardgame/191972/dynasties-heirate-herrsche
1527,Cavum,2.0,4.0,90.0,2008.0,"Action Point Allowance System, Auction/Bidding, Pick-up and Deliver, Route/Network Building, Set Collection",American West,"Michael Kiesling, Wolfgang Kramer",https://boardgamegeek.com/boardgame/37734/cavum
1528,Keltis: Das Kartenspiel,2.0,4.0,20.0,2009.0,"Hand Management, Set Collection","Card Game, Number",Reiner Knizia,https://boardgamegeek.com/boardgame/40832/keltis-das-kartenspiel
1529,One Night Ultimate Vampire,3.0,10.0,10.0,2015.0,"Role Playing, Variable Player Powers, Voting","Bluffing, Card Game, Deduction, Horror, Party Game","Ted Alspach, Akihisa Okui",https://boardgamegeek.com/boardgame/180956/one-night-ultimate-vampire
1530,Nightfall: Martial Law,2.0,5.0,45.0,2011.0,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Fantasy, Fighting, Horror",David Gregg,https://boardgamegeek.com/boardgame/96152/nightfall-martial-law
1531,Outfoxed,2.0,4.0,15.0,2014.0,"Co-operative Play, Dice Rolling, Memory","Children's Game, Deduction, Dice","Shanon Lyon, Marisa Pena",https://boardgamegeek.com/boardgame/172931/outfoxed
1532,Top Race,2.0,6.0,45.0,1996.0,"Auction/Bidding, Betting/Wagering, Hand Management",Racing,Wolfgang Kramer,https://boardgamegeek.com/boardgame/932/top-race
1533,Days of Ire: Budapest 1956,1.0,4.0,90.0,2016.0,"Action Point Allowance System, Co-operative Play, Hand Management, Partnerships","Card Game, Modern Warfare, Political, Wargame","Katalin Nimmerfroh, Dávid Turczi, Mihály Vincze",https://boardgamegeek.com/boardgame/192802/days-ire-budapest-1956
1534,Invasion from Outer Space: The Martian Game,2.0,6.0,90.0,2010.0,"Dice Rolling, Modular Board, Partnerships, Roll / Spin and Move, Variable Player Powers","Fighting, Science Fiction",Jason C. Hill,https://boardgamegeek.com/boardgame/42939/invasion-outer-space-martian-game
1535,Expedition,2.0,6.0,90.0,1996.0,"Point to Point Movement, Route/Network Building","Exploration, Transportation, Travel",Wolfgang Kramer,https://boardgamegeek.com/boardgame/223/expedition
1536,Rummikub,2.0,4.0,60.0,1977.0,"Set Collection, Tile Placement","Card Game, Number",Ephraim Hertzano,https://boardgamegeek.com/boardgame/811/rummikub
1537,Neue Heimat,2.0,5.0,45.0,2007.0,Auction/Bidding,"City Building, Economic",Klaus Zoch,https://boardgamegeek.com/boardgame/32944/neue-heimat
1538,Ships,2.0,4.0,120.0,2015.0,"Action Point Allowance System, Area Control / Area Influence, Area Movement","Exploration, Nautical, Transportation",Martin Wallace,https://boardgamegeek.com/boardgame/153737/ships
1539,Greed Incorporated,3.0,5.0,180.0,2009.0,"Auction/Bidding, Trading","Economic, Industry / Manufacturing, Negotiation","Jeroen Doumen, Joris Wiersinga",https://boardgamegeek.com/boardgame/55952/greed-incorporated
1540,Circus Maximus,2.0,8.0,120.0,1979.0,"Action / Movement Programming, Action Point Allowance System, Betting/Wagering, Dice Rolling, Grid Movement, Paper-and-Pencil, Player Elimination, Press Your Luck, Variable Player Powers","Ancient, Fighting, Racing","Don Greenwood, Michael S. Matheny",https://boardgamegeek.com/boardgame/244/circus-maximus
1541,Boss Monster: The Dungeon Building Card Game,2.0,4.0,20.0,2013.0,"Auction/Bidding, Hand Management, Player Elimination, Take That, Variable Player Powers","Card Game, Fantasy, Video Game Theme","Johnny O'Neal, Chris O'Neal",https://boardgamegeek.com/boardgame/131835/boss-monster-dungeon-building-card-game
1542,Shear Panic,2.0,4.0,45.0,2005.0,"Dice Rolling, Grid Movement, Hand Management, Pattern Building",Animals,"Gordon Lamont, Fraser Lamont",https://boardgamegeek.com/boardgame/18866/shear-panic
1543,Assault on Doomrock,1.0,4.0,150.0,2014.0,"Co-operative Play, Dice Rolling, Modular Board, Role Playing, Variable Player Powers","Adventure, Exploration, Fantasy, Fighting, Humor, Zombies",Tom Stasiak,https://boardgamegeek.com/boardgame/149241/assault-doomrock
1544,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,2.0,5.0,30.0,2013.0,Deck / Pool Building,"Card Game, Fantasy, Movies / TV / Radio theme, Novel-based","Ben Stoll, Patrick Sullivan (II)",https://boardgamegeek.com/boardgame/127127/lord-rings-fellowship-ring-deck-building-game
1545,Grand Cru,2.0,5.0,90.0,2010.0,Auction/Bidding,"Economic, Farming",Ulrich Blum,https://boardgamegeek.com/boardgame/75212/grand-cru
1546,Carcassonne: Amazonas,2.0,5.0,35.0,2016.0,Tile Placement,none,Klaus-Jürgen Wrede,https://boardgamegeek.com/boardgame/206940/carcassonne-amazonas
1547,Pursuit of Glory,2.0,2.0,360.0,2008.0,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Wargame, World War I","Brad Stock, Brian Stock",https://boardgamegeek.com/boardgame/23418/pursuit-glory
1548,World of Warcraft Trading Card Game,2.0,2.0,20.0,2006.0,"Hand Management, Variable Player Powers","Card Game, Collectible Components, Fantasy, Video Game Theme","Ben Cichoski, Mike Hummel, Cory Jones, Brian M. Kibler, Daniel Mandel, Matt Place, Patrick Sullivan (II), Drew Walker (I), Andrew Wolf",https://boardgamegeek.com/boardgame/19643/world-warcraft-trading-card-game
1549,Thunder & Lightning,2.0,2.0,40.0,2016.0,"Action Point Allowance System, Hand Management, Secret Unit Deployment","Bluffing, Card Game, Fantasy, Mythology",Richard Borg,https://boardgamegeek.com/boardgame/191963/thunder-lightning
1550,Geistesblitz 2.0,2.0,8.0,30.0,2012.0,Pattern Recognition,"Action / Dexterity, Card Game, Children's Game, Party Game, Real-time",Jacques Zeimet,https://boardgamegeek.com/boardgame/118705/geistesblitz-20
1551,Don't Mess with Cthulhu,4.0,6.0,30.0,2014.0,Partnerships,"Bluffing, Card Game, Deduction, Horror, Negotiation",?? ?? (Yusuke Sato),https://boardgamegeek.com/boardgame/170587/dont-mess-cthulhu
1552,Before the Wind,2.0,4.0,75.0,2007.0,"Auction/Bidding, Card Drafting, Hand Management, Set Collection","Card Game, Economic, Nautical",Torsten Landsvogt,https://boardgamegeek.com/boardgame/28723/wind
1553,City of Remnants,2.0,4.0,90.0,2013.0,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Card Drafting, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Tile Placement, Variable Player Powers, Worker Placement","Dice, Economic, Fighting, Miniatures, Science Fiction, Territory Building","Colby Dauch, Isaac Vega",https://boardgamegeek.com/boardgame/133528/city-remnants
1554,Pandemic: Contagion,2.0,5.0,30.0,2014.0,"Area Control / Area Influence, Hand Management","Card Game, Medical",Carey Grayson,https://boardgamegeek.com/boardgame/157789/pandemic-contagion
1555,Cave Troll,2.0,4.0,45.0,2002.0,"Action Point Allowance System, Area Control / Area Influence, Hand Management, Point to Point Movement",Fantasy,Tom Jolly,https://boardgamegeek.com/boardgame/4491/cave-troll
1556,Mississippi Queen,3.0,5.0,45.0,1997.0,"Grid Movement, Modular Board, Pick-up and Deliver","Nautical, Racing",Werner Hodel,https://boardgamegeek.com/boardgame/256/mississippi-queen
1557,Gentes,2.0,4.0,120.0,2017.0,"Action Point Allowance System, Card Drafting","Ancient, Civilization",Stefan Risthaus,https://boardgamegeek.com/boardgame/217780/gentes
1558,Dungeon Command: Tyranny of Goblins,2.0,4.0,90.0,2012.0,"Action Point Allowance System, Area Movement, Campaign / Battle Card Driven, Hand Management","Card Game, Fantasy, Miniatures","Chris Dupuis, Peter Lee, Kevin Tatroe, Rodney Thompson",https://boardgamegeek.com/boardgame/124968/dungeon-command-tyranny-goblins
1559,Glüx,2.0,4.0,45.0,2016.0,"Area Control / Area Influence, Grid Movement",Abstract Strategy,Jakob Andrusch,https://boardgamegeek.com/boardgame/207207/glux
1560,Whitehall Mystery,2.0,4.0,60.0,2017.0,"Partnerships, Point to Point Movement, Secret Unit Deployment","Bluffing, Deduction, Memory, Murder/Mystery","Gabriele Mari, Gianluca Santopietro",https://boardgamegeek.com/boardgame/190082/whitehall-mystery
1561,WildLife,2.0,6.0,120.0,2002.0,"Area Control / Area Influence, Auction/Bidding, Tile Placement","Animals, Prehistoric",Wolfgang Kramer,https://boardgamegeek.com/boardgame/3236/wildlife
1562,Big Boggle,2.0,8.0,10.0,1979.0,Pattern Recognition,"Real-time, Word Game",Alan Turoff,https://boardgamegeek.com/boardgame/10550/big-boggle
1563,Cruel Necessity,1.0,1.0,60.0,2013.0,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Civil War, Pike and Shot, Political, Religious, Renaissance, Wargame",John Welch,https://boardgamegeek.com/boardgame/70519/cruel-necessity
1564,10 Days in Europe,2.0,4.0,30.0,2002.0,"Hand Management, Route/Network Building","Educational, Travel","Grafik Studio Krüger, Alan R. Moon, Aaron Weissblum",https://boardgamegeek.com/boardgame/5867/10-days-europe
1565,Die Siedler von Nürnberg,3.0,4.0,90.0,1999.0,"Dice Rolling, Hand Management, Memory, Trading","Medieval, Negotiation",Klaus Teuber,https://boardgamegeek.com/boardgame/189/die-siedler-von-nurnberg
1566,Isle of Trains,2.0,4.0,45.0,2014.0,"Hand Management, Set Collection","Card Game, Trains, Transportation","Seth Jaffee, Dan Keltner",https://boardgamegeek.com/boardgame/154906/isle-trains
1567,The U.S. Civil War,2.0,2.0,360.0,2015.0,"Dice Rolling, Hex-and-Counter, Simulation","American Civil War, Wargame",Mark Simonitch,https://boardgamegeek.com/boardgame/162009/us-civil-war
1568,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,2.0,4.0,2400.0,2008.0,"Chit-Pull System, Dice Rolling, Hex-and-Counter","Wargame, World War II",Adam Starkweather,https://boardgamegeek.com/boardgame/15369/devils-cauldron-battles-arnhem-and-nijmegen
1569,Entdecker: Exploring New Horizons,2.0,4.0,90.0,2001.0,"Area Control / Area Influence, Modular Board, Tile Placement","Exploration, Nautical",Klaus Teuber,https://boardgamegeek.com/boardgame/1334/entdecker-exploring-new-horizons
1570,Carnival Zombie,1.0,6.0,120.0,2013.0,"Action / Movement Programming, Action Point Allowance System, Area Movement, Co-operative Play, Point to Point Movement, Variable Player Powers","Action / Dexterity, Horror, Renaissance, Zombies",Matteo Santus,https://boardgamegeek.com/boardgame/140343/carnival-zombie
1571,A Brief History of the World,3.0,6.0,180.0,2009.0,Area Control / Area Influence,"Ancient, Civilization, Medieval, Renaissance, Wargame","Gary Dicken, Steve Kendall, Phil Kendall",https://boardgamegeek.com/boardgame/46007/brief-history-world
1572,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,2.0,6.0,45.0,2015.0,"Dice Rolling, Hand Management, Take That","Fantasy, Fighting, Humor","Rob Heinsoo, Cory Jones",https://boardgamegeek.com/boardgame/173200/epic-spell-wars-battle-wizards-rumble-castle-tenta
1573,Black Gold,2.0,5.0,120.0,2011.0,"Auction/Bidding, Commodity Speculation","Bluffing, Economic, Exploration","Wilko Manz, Steven Kimball",https://boardgamegeek.com/boardgame/93724/black-gold
1574,Xenon Profiteer,2.0,4.0,30.0,2015.0,"Deck / Pool Building, Hand Management, Simulation","Card Game, Economic, Industry / Manufacturing","T. C. Petty, III",https://boardgamegeek.com/boardgame/176530/xenon-profiteer
1575,Pack & Stack,3.0,6.0,45.0,2008.0,Simultaneous Action Selection,"Action / Dexterity, Puzzle, Real-time",Bernd Eisenstein,https://boardgamegeek.com/boardgame/37120/pack-stack
1576,Axis & Allies: Pacific,2.0,3.0,240.0,2001.0,"Area Control / Area Influence, Area Movement, Partnerships","Wargame, World War II","Stephen Baker, Rob Daviau, Larry Harris, Jr.",https://boardgamegeek.com/boardgame/1262/axis-allies-pacific
1577,10 Days in Africa,2.0,4.0,25.0,2003.0,"Hand Management, Route/Network Building, Tile Placement","Educational, Travel","Alan R. Moon, Aaron Weissblum",https://boardgamegeek.com/boardgame/7865/10-days-africa
1578,Dungeon Command: Blood of Gruumsh,2.0,2.0,90.0,2013.0,"Action Point Allowance System, Area Movement, Campaign / Battle Card Driven, Hand Management","Card Game, Fantasy, Miniatures","Chris Dupuis, Peter Lee, Kevin Tatroe, Rodney Thompson",https://boardgamegeek.com/boardgame/126008/dungeon-command-blood-gruumsh
1579,Progress: Evolution of Technology,1.0,5.0,90.0,2014.0,"Action Point Allowance System, Card Drafting, Hand Management","Card Game, Civilization","Agnieszka Kopera, Andrei Novac",https://boardgamegeek.com/boardgame/140717/progress-evolution-technology
1580,Space Dealer,3.0,4.0,30.0,2006.0,"Pick-up and Deliver, Point to Point Movement, Simultaneous Action Selection, Trading","City Building, Real-time, Science Fiction, Transportation",Tobias Stapelfeldt,https://boardgamegeek.com/boardgame/23451/space-dealer
1581,Blood Bowl (Second Edition),2.0,2.0,180.0,1988.0,"Dice Rolling, Grid Movement, Variable Player Powers","Fantasy, Fighting, Sports","Marc Gascoigne, Jervis Johnson",https://boardgamegeek.com/boardgame/2288/blood-bowl-second-edition
1582,Coal Baron: The Great Card Game,2.0,4.0,80.0,2016.0,"Card Drafting, Hand Management, Set Collection, Worker Placement","Card Game, Industry / Manufacturing, Trains","Michael Kiesling, Wolfgang Kramer",https://boardgamegeek.com/boardgame/192945/coal-baron-great-card-game
1583,Airships,2.0,4.0,60.0,2007.0,"Card Drafting, Dice Rolling, Set Collection","Aviation / Flight, Dice, Industry / Manufacturing",Andreas Seyfarth,https://boardgamegeek.com/boardgame/32116/airships
1584,Archon: Glory & Machination,2.0,4.0,120.0,2013.0,"Action / Movement Programming, Deck / Pool Building, Hand Management, Secret Unit Deployment, Worker Placement","City Building, Economic, Medieval","Nikolas Sakaloglou, Sotirios Tsantilas",https://boardgamegeek.com/boardgame/139033/archon-glory-machination
1585,Africana,2.0,4.0,60.0,2012.0,"Card Drafting, Pick-up and Deliver, Point to Point Movement, Set Collection","Adventure, Exploration, Travel",Michael Schacht,https://boardgamegeek.com/boardgame/118000/africana
1586,Galactic Emperor,3.0,6.0,90.0,2008.0,"Dice Rolling, Modular Board, Tile Placement, Variable Phase Order","Civilization, Science Fiction, Space Exploration",Adam West,https://boardgamegeek.com/boardgame/27463/galactic-emperor
1587,Speed Circuit,2.0,6.0,120.0,1971.0,"Action Point Allowance System, Modular Board, Simultaneous Action Selection","Racing, Sports","Thomas M. Divoll, John B. Reilly",https://boardgamegeek.com/boardgame/1194/speed-circuit
1588,Funny Friends,2.0,6.0,60.0,2005.0,"Auction/Bidding, Card Drafting, Hand Management","Card Game, Humor, Mature / Adult","Friedemann Friese, Marcel-André Casasola Merkle",https://boardgamegeek.com/boardgame/16366/funny-friends
1589,Tales of the Arabian Nights,1.0,6.0,120.0,1985.0,"Point to Point Movement, Storytelling, Trading, Variable Player Powers","Adventure, Arabian, Fantasy","Brad Freeman, Eric Goldberg, Doug Kaufman, Kevin Maroney, Ken Rolston",https://boardgamegeek.com/boardgame/788/tales-arabian-nights
1590,La Cosa Nostra,3.0,5.0,90.0,2014.0,"Dice Rolling, Hand Management, Partnerships","Bluffing, Card Game, Mafia, Negotiation",Johannes Sich,https://boardgamegeek.com/boardgame/151771/la-cosa-nostra
1591,Masters Gallery,2.0,5.0,30.0,2009.0,"Commodity Speculation, Hand Management",Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/40381/masters-gallery
1592,Iliad,2.0,6.0,45.0,2006.0,"Hand Management, Partnerships, Set Collection, Take That","Ancient, Bluffing, Card Game, Mythology",Dominique Ehrhard,https://boardgamegeek.com/boardgame/21654/iliad
1593,Flip City,1.0,4.0,50.0,2014.0,"Deck / Pool Building, Press Your Luck","Card Game, City Building",Chih-Fan Chen,https://boardgamegeek.com/boardgame/168679/flip-city
1594,Blue Max,2.0,6.0,60.0,1983.0,"Hex-and-Counter, Simultaneous Action Selection","Aviation / Flight, Wargame, World War I","Phil Hall, John Harshman",https://boardgamegeek.com/boardgame/508/blue-max
1595,The Awful Green Things From Outer Space,2.0,2.0,90.0,1979.0,"Area Movement, Dice Rolling","Science Fiction, Wargame",Tom Wham,https://boardgamegeek.com/boardgame/162/awful-green-things-outer-space
1596,Leader 1,2.0,10.0,150.0,2008.0,"Modular Board, Simulation","Racing, Sports","Christophe Leclercq, Alain Ollier",https://boardgamegeek.com/boardgame/36708/leader-1
1597,Carcassonne: The Discovery,2.0,5.0,30.0,2005.0,Tile Placement,Medieval,"Leo Colovini, Klaus-Jürgen Wrede",https://boardgamegeek.com/boardgame/16216/carcassonne-discovery
1598,Tannhäuser,2.0,10.0,120.0,2007.0,"Dice Rolling, Point to Point Movement, Variable Player Powers","Fantasy, Fighting, Horror, Miniatures, Science Fiction, Spies/Secret Agents, Wargame, World War I","William Grosselin, Didier Poli",https://boardgamegeek.com/boardgame/25261/tannhauser
1599,Viva Topo!,2.0,4.0,30.0,2002.0,"Press Your Luck, Roll / Spin and Move","Animals, Children's Game, Dice",Manfred Ludwig,https://boardgamegeek.com/boardgame/8195/viva-topo
1600,Flatline: A FUSE Aftershock Game,1.0,5.0,45.0,2017.0,"Co-operative Play, Dice Rolling, Press Your Luck","Dice, Medical, Real-time, Science Fiction",Kane Klenko,https://boardgamegeek.com/boardgame/216597/flatline-fuse-aftershock-game
