id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,Picture
448,Sessions,Pete,107.0,2001.0,TX,House of Representative,5.0,Republican,1996.0,Male,30.0,Caucasian,12.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_32_sessions_pete_200.jpg
449,Sessions,Jeff,107.0,2001.0,AL,Senate,0.0,Republican,1996.0,Male,7.0,Caucasian,15.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001141_200.jpg
450,Shadegg,John,107.0,2001.0,AZ,House of Representative,4.0,Republican,1994.0,Male,6.0,Caucasian,12.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000275_200.jpg
451,Shaw,E.,107.0,2001.0,FL,House of Representative,22.0,Republican,1980.0,Male,23.0,Caucasian,23.0,1.0,3.0,3.0,1.0,https://www.congress.gov/img/member/s000303_200.jpg
452,Shays,Christopher,107.0,2001.0,CT,House of Representative,4.0,Republican,1987.0,Male,6.0,Caucasian,9.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/s001144_200.jpg
453,Shelby,Richard,107.0,2001.0,AL,Senate,0.0,Republican,1986.0,Male,7.0,Caucasian,14.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s000320_200.jpg
454,Sherman,Brad,107.0,2001.0,CA,House of Representative,24.0,Democrat,1996.0,Male,52.0,Caucasian,8.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/s000344_200.jpg
455,Sherwood,Don,107.0,2001.0,PA,House of Representative,10.0,Republican,1998.0,Male,21.0,Caucasian,1.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001146_200.jpg
456,Shimkus,John,107.0,2001.0,IL,House of Representative,20.0,Republican,1996.0,Male,20.0,Caucasian,16.0,5.0,5.0,5.0,5.0,https://www.congress.gov/img/member/114_rp_il_15_shimkus_john_200.jpg
457,Shows,Ronnie,107.0,2001.0,MS,House of Representative,4.0,Democrat,1998.0,Male,5.0,Caucasian,17.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001147_200.jpg
458,Shuster,Bud,107.0,2001.0,PA,House of Representative,9.0,Republican,1972.0,Male,21.0,Caucasian,2.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000394_200.jpg
459,Shuster,Bill,107.0,2001.0,PA,House of Representative,9.0,Republican,2001.0,Male,21.0,Caucasian,3.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/s001154_200.jpg
460,Simmons,Rob,107.0,2001.0,CT,House of Representative,2.0,Republican,2000.0,Male,6.0,Caucasian,21.0,2.0,1.0,1.0,1.0,https://www.congress.gov/img/member/s001152_200.jpg
461,Simpson,Michael,107.0,2001.0,ID,House of Representative,2.0,Republican,1998.0,Male,2.0,Caucasian,13.0,7.0,5.0,4.0,3.0,https://www.congress.gov/img/member/114_rp_id_2_simpson_michael_200.jpg
462,Sisisky,Norman,107.0,2001.0,VA,House of Representative,4.0,Democrat,1982.0,Male,11.0,Caucasian,0.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000453_200.jpg
463,Skeen,Joe,107.0,2001.0,NM,House of Representative,2.0,Republican,1980.0,Male,3.0,Caucasian,4.0,4.0,4.0,4.0,3.0,https://www.congress.gov/img/member/s000463_200.jpg
464,Skelton,Ike,107.0,2001.0,MO,House of Representative,4.0,Democrat,1976.0,Male,9.0,Caucasian,4.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s000465_200.jpg
465,Slaughter,Louise,107.0,2001.0,NY,House of Representative,28.0,Democrat,1986.0,Female,31.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000480_200.jpg
466,Smith,Adam,107.0,2001.0,WA,House of Representative,9.0,Democrat,1996.0,Male,9.0,Caucasian,9.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_wa_9_smith_adam_200.jpg
467,Smith,Christopher,107.0,2001.0,NJ,House of Representative,4.0,Republican,1980.0,Male,13.0,Caucasian,50.0,17.0,16.0,15.0,8.0,https://www.congress.gov/img/member/s000522_200.jpg
468,Smith,Lamar,107.0,2001.0,TX,House of Representative,21.0,Republican,1986.0,Male,30.0,Caucasian,16.0,9.0,8.0,7.0,3.0,https://www.congress.gov/img/member/s000583_200.jpg
469,Smith,Nick,107.0,2001.0,MI,House of Representative,7.0,Republican,1992.0,Male,16.0,Caucasian,33.0,5.0,5.0,4.0,3.0,https://www.congress.gov/img/member/s000597_200.jpg
470,Smith,Bob,107.0,2001.0,NH,Senate,0.0,Republican,1990.0,Male,2.0,Caucasian,41.0,7.0,5.0,3.0,0.0,https://www.congress.gov/img/member/s000606_200.jpg
471,Smith,Gordon,107.0,2001.0,OR,Senate,0.0,Republican,1996.0,Male,5.0,Caucasian,20.0,6.0,4.0,2.0,1.0,https://www.congress.gov/img/member/s001142_200.jpg
472,Snowe,Olympia,107.0,2001.0,ME,Senate,0.0,Republican,1994.0,Female,2.0,Caucasian,64.0,5.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s000663_200.jpg
473,Snyder,Vic,107.0,2001.0,AR,House of Representative,2.0,Democrat,1996.0,Male,4.0,Caucasian,1.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000672_200.jpg
474,Solis,Hilda,107.0,2001.0,CA,House of Representative,31.0,Democrat,2000.0,Female,52.0,Latino/a,8.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s001153_200.jpg
475,Souder,Mark,107.0,2001.0,IN,House of Representative,4.0,Republican,1994.0,Male,10.0,Caucasian,4.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s001143_200.jpg
476,Specter,Arlen,107.0,2001.0,PA,Senate,0.0,Republican,1980.0,Male,21.0,Caucasian,36.0,4.0,2.0,2.0,0.0,https://www.congress.gov/img/member/s000709_200.jpg
477,Spence,Floyd,107.0,2001.0,SC,House of Representative,2.0,Republican,1970.0,Male,6.0,Caucasian,1.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000718_200.jpg
478,Spratt,John,107.0,2001.0,SC,House of Representative,5.0,Democrat,1982.0,Male,6.0,Caucasian,6.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/s000749_200.jpg
479,Stabenow,Debbie,107.0,2001.0,MI,Senate,0.0,Democrat,2000.0,Female,16.0,Caucasian,10.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000770_200.jpg
480,Stark,Fortney,107.0,2001.0,CA,House of Representative,13.0,Democrat,1972.0,Male,52.0,Caucasian,25.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s000810_200.jpg
481,Stearns,Cliff,107.0,2001.0,FL,House of Representative,6.0,Republican,1988.0,Male,23.0,Caucasian,22.0,4.0,2.0,1.0,1.0,https://www.congress.gov/img/member/s000822_200.jpg
482,Stenholm,Charles,107.0,2001.0,TX,House of Representative,17.0,Democrat,1978.0,Male,30.0,Caucasian,1.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/s000851_200.jpg
483,Stevens,Ted,107.0,2001.0,AK,Senate,0.0,Republican,1968.0,Male,1.0,Caucasian,8.0,3.0,3.0,3.0,1.0,https://www.congress.gov/img/member/s000888_200.jpg
484,Strickland,Ted,107.0,2001.0,OH,House of Representative,6.0,Democrat,1996.0,Male,19.0,Caucasian,13.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001004_200.jpg
485,Stump,Bob,107.0,2001.0,AZ,House of Representative,3.0,Republican,1976.0,Male,6.0,Caucasian,14.0,4.0,5.0,5.0,2.0,https://www.congress.gov/img/member/s001044_200.jpg
486,Stupak,Bart,107.0,2001.0,MI,House of Representative,1.0,Democrat,1992.0,Male,16.0,Caucasian,30.0,1.0,4.0,3.0,2.0,https://www.congress.gov/img/member/s001045_200.jpg
487,Sullivan,John,107.0,2001.0,OK,House of Representative,1.0,Republican,2002.0,Male,6.0,Caucasian,1.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/s001155_200.jpg
488,Sununu,John,107.0,2001.0,NH,House of Representative,1.0,Republican,1996.0,Male,2.0,Caucasian,5.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/s001078_200.jpg
489,Sweeney,John,107.0,2001.0,NY,House of Representative,22.0,Republican,1998.0,Male,31.0,Caucasian,34.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/s001149_200.jpg
490,Tancredo,Thomas,107.0,2001.0,CO,House of Representative,6.0,Republican,1998.0,Male,6.0,Caucasian,21.0,3.0,3.0,2.0,1.0,https://www.congress.gov/img/member/t000458_200.jpg
491,Tanner,John,107.0,2001.0,TN,House of Representative,8.0,Democrat,1988.0,Male,9.0,Caucasian,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000038_200.jpg
492,Tauscher,Ellen,107.0,2001.0,CA,House of Representative,10.0,Democrat,1996.0,Female,52.0,Caucasian,8.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/ca10.png
493,Tauzin,W.,107.0,2001.0,LA,House of Representative,3.0,Republican,1980.0,Male,7.0,Caucasian,28.0,16.0,18.0,5.0,2.0,https://www.congress.gov/img/member/t000058_200.jpg
494,Taylor,Gene,107.0,2001.0,MS,House of Representative,5.0,Democrat,1989.0,Male,5.0,Caucasian,2.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/t000074_200.jpg
495,Taylor,Charles,107.0,2001.0,NC,House of Representative,11.0,Republican,1990.0,Male,12.0,Caucasian,9.0,4.0,3.0,3.0,2.0,https://www.congress.gov/img/member/t000067_200.jpg
496,Terry,Lee,107.0,2001.0,NE,House of Representative,2.0,Republican,1998.0,Male,3.0,Caucasian,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000459_200.jpg
497,Thomas,William,107.0,2001.0,CA,House of Representative,21.0,Republican,1978.0,Male,52.0,Caucasian,21.0,5.0,10.0,9.0,4.0,https://www.congress.gov/img/member/t000188_200.jpg
498,Thomas,Craig,107.0,2001.0,WY,Senate,0.0,Republican,1994.0,Male,1.0,Caucasian,15.0,3.0,2.0,2.0,0.0,https://www.congress.gov/img/member/t000162_200.jpg
499,Thompson,Mike,107.0,2001.0,CA,House of Representative,1.0,Democrat,1998.0,Male,52.0,Caucasian,20.0,4.0,4.0,2.0,1.0,https://www.congress.gov/img/member/114_rp_ca_5_thompson_mike_200.jpg
500,Thompson,Bennie,107.0,2001.0,MS,House of Representative,2.0,Democrat,1993.0,Male,5.0,African-American,5.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/t000193_200.jpg
501,Thompson,Fred,107.0,2001.0,TN,Senate,0.0,Republican,1994.0,Male,9.0,Caucasian,21.0,5.0,4.0,3.0,0.0,https://www.congress.gov/img/member/t000457_200.jpg
502,Thornberry,Mac,107.0,2001.0,TX,House of Representative,13.0,Republican,1994.0,Male,30.0,Caucasian,11.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_tx_13_thornberry_mac_200.jpg
503,Thune,John,107.0,2001.0,SD,House of Representative,1.0,Republican,1996.0,Male,1.0,Caucasian,23.0,1.0,4.0,4.0,1.0,https://www.congress.gov/img/member/t000250_200.jpg
504,Thurman,Karen,107.0,2001.0,FL,House of Representative,5.0,Democrat,1992.0,Female,23.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000253_200.jpg
505,Thurmond,Strom,107.0,2001.0,SC,Senate,0.0,Republican,1954.0,Male,6.0,Caucasian,59.0,3.0,3.0,1.0,0.0,https://www.congress.gov/img/member/t000254_200.jpg
506,Tiahrt,Todd,107.0,2001.0,KS,House of Representative,4.0,Republican,1994.0,Male,4.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000260_200.jpg
507,Tiberi,Patrick,107.0,2001.0,OH,House of Representative,12.0,Republican,2000.0,Male,19.0,Caucasian,3.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000462_200.jpg
508,Tierney,John,107.0,2001.0,MA,House of Representative,6.0,Democrat,1996.0,Male,10.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000266_200.jpg
509,Toomey,Patrick,107.0,2001.0,PA,House of Representative,15.0,Republican,1998.0,Male,21.0,Caucasian,15.0,3.0,4.0,3.0,2.0,https://www.congress.gov/img/member/t000461_200.jpg
510,Torricelli,Robert,107.0,2001.0,NJ,Senate,0.0,Democrat,1996.0,Male,13.0,Caucasian,59.0,3.0,2.0,2.0,1.0,https://www.congress.gov/img/member/t000317_200.jpg
511,Towns,Edolphus,107.0,2001.0,NY,House of Representative,10.0,Democrat,1982.0,Male,31.0,African-American,14.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/t000326_200.jpg
512,Traficant,James,107.0,2001.0,OH,House of Representative,17.0,Democrat,1984.0,Male,19.0,Caucasian,27.0,3.0,2.0,2.0,0.0,https://www.congress.gov/img/member/t000350_200.jpg
513,Turner,Jim,107.0,2001.0,TX,House of Representative,2.0,Democrat,1996.0,Male,30.0,Caucasian,7.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/t000424_200.jpg
514,Udall,Tom,107.0,2001.0,NM,House of Representative,3.0,Democrat,1998.0,Male,3.0,Caucasian,21.0,5.0,4.0,3.0,1.0,https://www.congress.gov/img/member/u000039_200.jpg
515,Udall,Mark,107.0,2001.0,CO,House of Representative,2.0,Democrat,1998.0,Male,6.0,Caucasian,29.0,1.0,3.0,3.0,2.0,https://www.congress.gov/img/member/u000038_200.jpg
516,Underwood,Robert,107.0,2001.0,GU,House of Representative,1.0,Democrat,1992.0,Male,1.0,"Latino/a, Asian-American",9.0,3.0,4.0,2.0,2.0,https://www.congress.gov/img/member/u000014_200.jpg
517,Upton,Fred,107.0,2001.0,MI,House of Representative,6.0,Republican,1986.0,Male,16.0,Caucasian,13.0,3.0,2.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_mi_6_upton_fred_200.jpg
518,Velazquez,Nydia,107.0,2001.0,NY,House of Representative,12.0,Democrat,1992.0,Female,31.0,Latino/a,20.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ny_7_velzquez_nydia_200.jpg
519,Visclosky,Peter,107.0,2001.0,IN,House of Representative,1.0,Democrat,1984.0,Male,10.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/v000108_200.jpg
520,Vitter,David,107.0,2001.0,LA,House of Representative,1.0,Republican,1999.0,Male,7.0,Caucasian,18.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/v000127_200.jpg
521,Voinovich,George,107.0,2001.0,OH,Senate,0.0,Republican,1998.0,Male,19.0,Caucasian,22.0,6.0,3.0,2.0,1.0,https://www.congress.gov/img/member/v000126_200.jpg
522,Walden,Greg,107.0,2001.0,OR,House of Representative,2.0,Republican,1998.0,Male,5.0,Caucasian,14.0,7.0,5.0,5.0,3.0,https://www.congress.gov/img/member/114_rp_or_2_walden_greg_200.jpg
523,Walsh,James,107.0,2001.0,NY,House of Representative,25.0,Republican,1988.0,Male,31.0,Caucasian,5.0,3.0,3.0,2.0,2.0,https://www.congress.gov/img/member/w000099_200.jpg
524,Wamp,Zach,107.0,2001.0,TN,House of Representative,3.0,Republican,1994.0,Male,9.0,Caucasian,2.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/w000119_200.jpg
525,Warner,John,107.0,2001.0,VA,Senate,0.0,Republican,1978.0,Male,11.0,Caucasian,17.0,4.0,2.0,0.0,0.0,https://www.congress.gov/img/member/w000154_200.jpg
526,Waters,Maxine,107.0,2001.0,CA,House of Representative,35.0,Democrat,1990.0,Female,52.0,African-American,25.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_ca_43_waters_maxine_200.jpg
527,Watkins,Wes,107.0,2001.0,OK,House of Representative,3.0,Republican,1996.0,Male,6.0,Caucasian,18.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/w000194_200.jpg
528,Watson,Diane,107.0,2001.0,CA,House of Representative,32.0,Democrat,2001.0,Female,52.0,African-American,5.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/w000794_200.jpg
529,Watt,Melvin,107.0,2001.0,NC,House of Representative,12.0,Democrat,1992.0,Male,12.0,African-American,10.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/w000207_200.jpg
530,Watts,J.,107.0,2001.0,OK,House of Representative,4.0,Republican,1994.0,Male,6.0,African-American,11.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/w000210_200.jpg
531,Waxman,Henry,107.0,2001.0,CA,House of Representative,29.0,Democrat,1974.0,Male,52.0,Caucasian,13.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/w000215_200.jpg
532,Weiner,Anthony,107.0,2001.0,NY,House of Representative,9.0,Democrat,1998.0,Male,31.0,Caucasian,17.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/w000792_200.jpg
533,Weldon,Dave,107.0,2001.0,FL,House of Representative,15.0,Republican,1994.0,Male,23.0,Caucasian,18.0,2.0,4.0,4.0,1.0,https://www.congress.gov/img/member/w000267_200.jpg
534,Weldon,Curt,107.0,2001.0,PA,House of Representative,7.0,Republican,1986.0,Male,21.0,Caucasian,4.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/w000268_200.jpg
535,Weller,Jerry,107.0,2001.0,IL,House of Representative,11.0,Republican,1994.0,Male,20.0,Caucasian,15.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/w000273_200.jpg
536,Wellstone,Paul,107.0,2001.0,MN,Senate,0.0,Democrat,1990.0,Male,8.0,Caucasian,45.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/w000288_200.jpg
537,Wexler,Robert,107.0,2001.0,FL,House of Representative,19.0,Democrat,1996.0,Male,23.0,Caucasian,8.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/w000314_200.jpg
538,Whitfield,Ed,107.0,2001.0,KY,House of Representative,1.0,Republican,1994.0,Male,6.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/w000413_200.jpg
539,Wicker,Roger,107.0,2001.0,MS,House of Representative,1.0,Republican,1994.0,Male,5.0,Caucasian,9.0,3.0,2.0,2.0,1.0,https://www.congress.gov/img/member/115_sr_ms_wicker_roger_200.jpg
540,Wilson,Heather,107.0,2001.0,NM,House of Representative,1.0,Republican,1998.0,Female,3.0,Caucasian,19.0,2.0,3.0,2.0,0.0,https://www.congress.gov/img/member/w000789_200.jpg
541,Wilson,Joe,107.0,2001.0,SC,House of Representative,2.0,Republican,2001.0,Male,6.0,Caucasian,14.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_sc_2_wilson_joe_200.jpg
542,Wolf,Frank,107.0,2001.0,VA,House of Representative,10.0,Republican,1980.0,Male,11.0,Caucasian,10.0,2.0,3.0,3.0,3.0,https://www.congress.gov/img/member/113_rp_va_10_wolf_frank_200.jpg
543,Woolsey,Lynn,107.0,2001.0,CA,House of Representative,6.0,Democrat,1992.0,Female,52.0,Caucasian,13.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_woolsey_ca06_200.jpg
544,Wu,David,107.0,2001.0,OR,House of Representative,1.0,Democrat,1998.0,Male,5.0,Asian-American,15.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/w000793_200.jpg
545,Wyden,Ron,107.0,2001.0,OR,Senate,0.0,Democrat,1996.0,Male,5.0,Caucasian,30.0,10.0,8.0,4.0,2.0,https://www.congress.gov/img/member/115_sr_or_wyden_ron_200.jpg
546,Wynn,Albert,107.0,2001.0,MD,House of Representative,4.0,Democrat,1992.0,Male,8.0,African-American,15.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/w000784_200.jpg
547,Young,C.W.,107.0,2001.0,FL,House of Representative,10.0,Republican,1970.0,Male,23.0,Caucasian,7.0,2.0,4.0,4.0,3.0,https://www.congress.gov/img/member/y000031_200.jpg
548,Young,Don,107.0,2001.0,AK,House of Representative,1.0,Republican,1973.0,Male,1.0,Caucasian,57.0,27.0,29.0,22.0,6.0,https://www.congress.gov/img/member/115_rp_ak_0_young_don_200.jpg
549,Abercrombie,Neil,108.0,2003.0,HI,House of Representative,1.0,Democrat,1990.0,Male,2.0,Caucasian,8.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/hi01.png
550,Acevedo-Vila,Anibal,108.0,2003.0,PR,House of Representative,1.0,Democrat,2000.0,Male,1.0,Latino/a,17.0,4.0,3.0,2.0,1.0,https://www.congress.gov/img/member/a000359_200.jpg
551,Ackerman,Gary,108.0,2003.0,NY,House of Representative,5.0,Democrat,1983.0,Male,29.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_ackerman_ny05_200.jpg
552,Aderholt,Robert,108.0,2003.0,AL,House of Representative,4.0,Republican,1996.0,Male,7.0,Caucasian,5.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_al_4_aderholt_robert_200.jpg
553,Akaka,Daniel,108.0,2003.0,HI,Senate,0.0,Democrat,1990.0,Male,2.0,Asian-American,29.0,11.0,10.0,6.0,2.0,https://www.congress.gov/img/member/111akaka_daniel_200.jpg
554,Akin,W.,108.0,2003.0,MO,House of Representative,2.0,Republican,2000.0,Male,9.0,Caucasian,3.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/a000358_200.jpg
555,Alexander,Rodney,108.0,2003.0,LA,House of Representative,5.0,Democrat,2002.0,Male,7.0,Caucasian,3.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/a000361_200.jpg
556,Alexander,Lamar,108.0,2003.0,TN,Senate,0.0,Republican,2002.0,Male,9.0,Caucasian,13.0,5.0,4.0,4.0,2.0,https://www.congress.gov/img/member/a000360_200.jpg
557,Allard,Wayne,108.0,2003.0,CO,Senate,0.0,Republican,1996.0,Male,7.0,Caucasian,20.0,6.0,4.0,3.0,1.0,https://www.congress.gov/img/member/h_allard_wayne_200771073823125_200.jpg
558,Allen,Thomas,108.0,2003.0,ME,House of Representative,1.0,Democrat,1996.0,Male,2.0,Caucasian,11.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/a000357_200.jpg
559,Allen,George,108.0,2003.0,VA,Senate,0.0,Republican,2000.0,Male,11.0,Caucasian,27.0,7.0,7.0,6.0,3.0,https://www.congress.gov/img/member/a000121_200.jpg
560,Andrews,Robert,108.0,2003.0,NJ,House of Representative,1.0,Democrat,1990.0,Male,13.0,Caucasian,105.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_andrews_nj01_200.jpg
561,Baca,Joe,108.0,2003.0,CA,House of Representative,43.0,Democrat,1999.0,Male,53.0,Latino/a,18.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/112_rp_ca_43_baca_joe_200.jpg
562,Bachus,Spencer,108.0,2003.0,AL,House of Representative,6.0,Republican,1992.0,Male,7.0,Caucasian,11.0,7.0,5.0,5.0,3.0,https://www.congress.gov/img/member/b000013_200.jpg
563,Baird,Brian,108.0,2003.0,WA,House of Representative,3.0,Democrat,1998.0,Male,9.0,Caucasian,6.0,3.0,2.0,2.0,2.0,https://www.congress.gov/img/member/b001229_200.jpg
564,Baker,Richard,108.0,2003.0,LA,House of Representative,6.0,Republican,1986.0,Male,7.0,Caucasian,26.0,8.0,7.0,6.0,2.0,https://www.congress.gov/img/member/b000072_200.jpg
565,Baldwin,Tammy,108.0,2003.0,WI,House of Representative,2.0,Democrat,1998.0,Female,8.0,Caucasian,14.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/b001230_200.jpg
566,Ballance,Frank,108.0,2003.0,NC,House of Representative,1.0,Democrat,2002.0,Male,13.0,African-American,6.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/b001238_200.jpg
567,Ballenger,Cass,108.0,2003.0,NC,House of Representative,10.0,Republican,1986.0,Male,13.0,Caucasian,7.0,2.0,2.0,2.0,1.0,https://www.congress.gov/img/member/b000104_200.jpg
568,Barrett,J.,108.0,2003.0,SC,House of Representative,3.0,Republican,2002.0,Male,6.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/b001239_200.jpg
569,Bartlett,Roscoe,108.0,2003.0,MD,House of Representative,6.0,Republican,1992.0,Male,8.0,Caucasian,9.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_rp_md_6_bartlett_roscoe_200.jpg
570,Barton,Joe,108.0,2003.0,TX,House of Representative,6.0,Republican,1984.0,Male,32.0,Caucasian,7.0,2.0,4.0,2.0,0.0,https://www.congress.gov/img/member/115_rp_tx_6_barton_joe_200.jpg
571,Bass,Charles,108.0,2003.0,NH,House of Representative,2.0,Republican,1994.0,Male,2.0,Caucasian,6.0,2.0,3.0,3.0,1.0,https://www.congress.gov/img/member/112_bass_nh02_200.jpg
572,Baucus,Max,108.0,2003.0,MT,Senate,0.0,Democrat,1978.0,Male,1.0,Caucasian,34.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/111baucus_d_mt_200.jpg
573,Bayh,Evan,108.0,2003.0,IN,Senate,0.0,Democrat,1998.0,Male,9.0,Caucasian,20.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/b001233_200.jpg
